page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,COUNT OF YEAR,YEARS ACTIVE,APPEARANCES PER YEAR,UNIVERSE
2383,Walter Langkowski,\/Walter_Langkowski_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,273,Apr-79,1979,121,35,7.8,Marvel
2582,Melissa Gold,\/Melissa_Gold_(Earth-616),Secret Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,260,Aug-79,1979,121,35,7.428571429,Marvel
1080,Scott Lang,\/Scott_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209,Mar-79,1979,121,35,5.971428571,Marvel
1122,Jeanne-Marie Beaubier,\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203,Apr-79,1979,121,35,5.8,Marvel
2528,Michael Twoyoungmen,\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200,Apr-79,1979,121,35,5.714285714,Marvel
68280,Cassandra Lang,\/Cassandra_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,153,Apr-79,1979,121,35,4.371428571,Marvel
15209,Bug,\/Bug_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,151,Jan-79,1979,121,35,4.314285714,Marvel
2577,Narya,\/Narya_(Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,138,Apr-79,1979,121,35,3.942857143,Marvel
1467,Lucius Fox,\/wiki\/Lucius_Fox_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,133,"1979, January",1979,29,35,3.8,DC
22326,Bambina Arbogast,\/Bambina_Arbogast_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,125,Jan-79,1979,121,35,3.571428571,Marvel
54511,Mari,\/Mari_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,118,Jan-79,1979,121,35,3.371428571,Marvel
16586,Arcturus Rann,\/Arcturus_Rann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,115,Jan-79,1979,121,35,3.285714286,Marvel
16583,Acroyear,\/Acroyear_(Earth-616),Public Identity,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,99,Jan-79,1979,121,35,2.828571429,Marvel
2360,Rom,\/Rom_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,92,Dec-79,1979,121,35,2.628571429,Marvel
16587,Night Raven (Vigilante),\/Night_Raven_(Vigilante)_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Bald,Male Characters,,Living Characters,84,Mar-79,1979,121,35,2.4,Marvel
15200,Brandy Clark,\/Brandy_Clark_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,79,Dec-79,1979,121,35,2.257142857,Marvel
1554,Mariko Yashida,\/Mariko_Yashida_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,76,Feb-79,1979,121,35,2.171428571,Marvel
2449,Tyros,\/Tyros_(Earth-616),Public Identity,Bad Characters,Grey Eyes,No Hair,Male Characters,,Deceased Characters,68,Oct-79,1979,121,35,1.942857143,Marvel
3145,William Cross,\/William_Cross_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,67,Jun-79,1979,121,35,1.914285714,Marvel
1769,Justin Hammer,\/Justin_Hammer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,64,Mar-79,1979,121,35,1.828571429,Marvel
26827,Sara Wolfe,\/Sara_Wolfe_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,63,Dec-79,1979,121,35,1.8,Marvel
16581,Biotron,\/Biotron_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,59,Jan-79,1979,121,35,1.685714286,Marvel
37671,Humanoid Experimental Robot B-Type Integrated Electronics,\/Humanoid_Experimental_Robot_B-Type_Integrated_Electronics_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,55,Aug-79,1979,121,35,1.571428571,Marvel
95510,Valinor,\/Valinor_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53,Mar-79,1979,121,35,1.514285714,Marvel
386915,Argon (Microverse),\/Argon_(Microverse)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,52,Jan-79,1979,121,35,1.485714286,Marvel
1536,Maximillian Zaran,\/Maximillian_Zaran_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,51,Jun-79,1979,121,35,1.457142857,Marvel
3560,Lindsay McCabe,\/Lindsay_McCabe_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,47,May-79,1979,121,35,1.342857143,Marvel
16582,Baron Karza,\/Baron_Karza_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,47,Jan-79,1979,121,35,1.342857143,Marvel
494896,Slug (Microverse),\/Slug_(Microverse)_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,43,Apr-79,1979,121,35,1.228571429,Marvel
1759,Sybil Dvorak,\/Sybil_Dvorak_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Bisexual Characters,Living Characters,40,Jan-79,1979,121,35,1.142857143,Marvel
43774,Kaina,\/Kaina_(Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Female Characters,,Living Characters,39,Jul-79,1979,121,35,1.114285714,Marvel
1668,Maximillian Zeus,\/wiki\/Maximillian_Zeus_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,36,"1979, May",1979,29,35,1.028571429,DC
22363,Erica Sondheim,\/Erica_Sondheim_(Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,34,Mar-79,1979,121,35,0.971428571,Marvel
494899,Cilicia,\/Cilicia_(Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,34,Sep-79,1979,121,35,0.971428571,Marvel
2479,Davida DeVito,\/Davida_DeVito_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,34,Aug-79,1979,121,35,0.971428571,Marvel
64332,Steve Hopkins,\/Steve_Hopkins_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,31,Nov-79,1979,121,35,0.885714286,Marvel
2016,Helen Feliciano,\/Helen_Feliciano_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,30,Aug-79,1979,121,35,0.857142857,Marvel
19525,Morris Sloan,\/Morris_Sloan_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,29,Jul-79,1979,121,35,0.828571429,Marvel
2282,Marian Pouncy,\/Marian_Pouncy_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,27,Aug-79,1979,121,35,0.771428571,Marvel
259972,Jennifer Royce,\/Jennifer_Royce_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,27,Apr-79,1979,121,35,0.771428571,Marvel
2302,Kevin MacTaggert,\/Kevin_MacTaggert_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,27,Mar-79,1979,121,35,0.771428571,Marvel
15860,Curtiss Jackson,\/Curtiss_Jackson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,26,Jun-79,1979,121,35,0.742857143,Marvel
494902,Shaitan,\/Shaitan_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,25,Jan-79,1979,121,35,0.714285714,Marvel
35488,Magda Eisenhardt,\/Magda_Eisenhardt_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,22,Aug-79,1979,121,35,0.628571429,Marvel
78924,Mike Farrell,\/Mike_Farrell_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,22,Sep-79,1979,121,35,0.628571429,Marvel
440316,Ilongo Savage,\/Ilongo_Savage_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,Feb-79,1979,121,35,0.6,Marvel
256190,Amahl Farouk,\/Amahl_Farouk_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,19,Jan-79,1979,121,35,0.542857143,Marvel
144106,Kari Limbo,\/wiki\/Kari_Limbo_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,18,"1979, June",1979,29,35,0.514285714,DC
1043,Alejandro Montoya,\/Alejandro_Montoya_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,18,Aug-79,1979,121,35,0.514285714,Marvel
196509,Mei Ling,\/wiki\/Mei_Ling_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,17,"1979, April",1979,29,35,0.485714286,DC
453717,Jonathan Clark,\/Jonathan_Clark_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,17,Dec-79,1979,121,35,0.485714286,Marvel
453718,Sarah Clark,\/Sarah_Clark_(Earth-616),Public Identity,Good Characters,,Auburn Hair,Female Characters,,Deceased Characters,16,Dec-79,1979,121,35,0.457142857,Marvel
175464,Jonas Hale,\/Jonas_Hale_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,16,Mar-79,1979,121,35,0.457142857,Marvel
4370,Scotty McDowell,\/Scotty_McDowell_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,16,Dec-79,1979,121,35,0.457142857,Marvel
604547,Josie,\/Josie_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,15,Sep-79,1979,121,35,0.428571429,Marvel
51085,Niamh Chinn Oir,\/Niamh_Chinn_Oir_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,14,Jul-79,1979,121,35,0.4,Marvel
1175,Achille DiBacco,\/Achille_DiBacco_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,14,Mar-79,1979,121,35,0.4,Marvel
562204,Frederick Sloan,\/Frederick_Sloan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14,Jan-79,1979,121,35,0.4,Marvel
174118,Yvette Avril,\/Yvette_Avril_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,13,Feb-79,1979,121,35,0.371428571,Marvel
86168,Randall Spector,\/Randall_Spector_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,13,Aug-79,1979,121,35,0.371428571,Marvel
236685,Artemus Pithins,\/Artemus_Pithins_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,13,Jul-79,1979,121,35,0.371428571,Marvel
86108,Clive Yorkin,\/wiki\/Clive_Yorkin_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12,"1979, February",1979,29,35,0.342857143,DC
500451,Ling McPherson,\/Ling_McPherson_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,12,Sep-79,1979,121,35,0.342857143,Marvel
286814,Gregor Russoff,\/Gregor_Russoff_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12,Sep-79,1979,121,35,0.342857143,Marvel
13331,Valoric,\/wiki\/Valoric_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,"1979, October",1979,29,35,0.314285714,DC
27566,Marya Maximoff,\/Marya_Maximoff_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-79,1979,121,35,0.314285714,Marvel
177820,Tiffany Fox,\/wiki\/Tiffany_Fox_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,10,"1979, February",1979,29,35,0.285714286,DC
18852,April Maye,\/April_Maye_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,10,Jul-79,1979,121,35,0.285714286,Marvel
55867,Chip Martin,\/Chip_Martin_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,10,Nov-79,1979,121,35,0.285714286,Marvel
35242,Sindella Zatara,\/wiki\/Sindella_Zatara_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,9,"1979, February",1979,29,35,0.257142857,DC
4523,Lady Lotus,\/Lady_Lotus_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,8,Feb-79,1979,121,35,0.228571429,Marvel
593204,Steven Coffin,\/Steven_Coffin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,8,Feb-79,1979,121,35,0.228571429,Marvel
7107,Short Round,\/wiki\/Short_Round_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,7,"1979, February",1979,29,35,0.2,DC
2653,Denton Phelps,\/Denton_Phelps_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,7,Nov-79,1979,121,35,0.2,Marvel
13314,Roy McVey,\/Roy_McVey_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,7,Mar-79,1979,121,35,0.2,Marvel
7353,Sebastian Patane,\/Sebastian_Patane_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,7,Mar-79,1979,121,35,0.2,Marvel
593205,Ray Coffin,\/Ray_Coffin_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,7,Mar-79,1979,121,35,0.2,Marvel
440317,Doctor Tambura,\/Doctor_Tambura_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,7,Feb-79,1979,121,35,0.2,Marvel
239455,Timothy Fox,\/wiki\/Timothy_Fox_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6,"1979, July",1979,29,35,0.171428571,DC
16602,Doctor Scarabeus,\/Doctor_Scarabeus_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,6,Jun-79,1979,121,35,0.171428571,Marvel
558025,Thomas Bowman,\/Thomas_Bowman_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,6,Sep-79,1979,121,35,0.171428571,Marvel
693440,Alexander van Tilburg,\/Alexander_van_Tilburg_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Light Brown Hair,Male Characters,,Deceased Characters,6,Nov-79,1979,121,35,0.171428571,Marvel
144100,Alexander Tuttle,\/wiki\/Alexander_Tuttle_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,"1979, March",1979,29,35,0.142857143,DC
558027,Diane Perrywinkle,\/Diane_Perrywinkle_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,5,Apr-79,1979,121,35,0.142857143,Marvel
18801,Priscilla Ironwood,\/Priscilla_Ironwood_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Apr-79,1979,121,35,0.142857143,Marvel
1477,Dragona,\/Dragona_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,5,Aug-79,1979,121,35,0.142857143,Marvel
18851,Boris Korpse,\/Boris_Korpse_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,5,Jul-79,1979,121,35,0.142857143,Marvel
104156,Jaime Garcia,\/Jaime_Garcia_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Apr-79,1979,121,35,0.142857143,Marvel
558026,Edwin Maxwell,\/Edwin_Maxwell_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,5,Sep-79,1979,121,35,0.142857143,Marvel
18677,Vampiro (Eternal),\/Vampiro_(Eternal)_(Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,5,Dec-79,1979,121,35,0.142857143,Marvel
546905,Ed Koch,\/Ed_Koch_(Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,5,Aug-79,1979,121,35,0.142857143,Marvel
63654,Chakal,\/wiki\/Chakal_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,"1979, September",1979,29,35,0.114285714,DC
90599,Pamela Quinn,\/Pamela_Quinn_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4,Oct-79,1979,121,35,0.114285714,Marvel
180879,"William Evans, Jr.","\/William_Evans,_Jr._(Earth-616)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4,Feb-79,1979,121,35,0.114285714,Marvel
544692,Uranus Bliss,\/Uranus_Bliss_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3,Mar-79,1979,121,35,0.085714286,Marvel
476159,Randy Vale,\/Randy_Vale_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Apr-79,1979,121,35,0.085714286,Marvel
24333,Skrull-X,\/Skrull-X_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3,Mar-79,1979,121,35,0.085714286,Marvel
258504,Sashia,\/Sashia_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Aug-79,1979,121,35,0.057142857,Marvel
726550,Sandy Herkowitz,\/Sandy_Herkowitz_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,2,May-79,1979,121,35,0.057142857,Marvel
726711,Darren Cross,\/Darren_Cross_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,Apr-79,1979,121,35,0.057142857,Marvel
246425,Joshua Farkas,\/Joshua_Farkas_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Dec-79,1979,121,35,0.057142857,Marvel
24326,Hagar,\/Hagar_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,May-79,1979,121,35,0.057142857,Marvel
24328,Jaketch,\/Jaketch_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,May-79,1979,121,35,0.057142857,Marvel
84617,James Valkon,\/James_Valkon_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jan-79,1979,121,35,0.057142857,Marvel
43785,Metabo,\/Metabo_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Aug-79,1979,121,35,0.057142857,Marvel
578044,Monolith (Alien),\/Monolith_(Alien)_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Jan-79,1979,121,35,0.057142857,Marvel
544697,Hiram Dobbs,\/Hiram_Dobbs_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2,Mar-79,1979,121,35,0.057142857,Marvel
13239,Bloodhawk (Avengers),\/Bloodhawk_(Avengers)_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,2,Jan-79,1979,121,35,0.057142857,Marvel
41607,Tawa,\/Tawa_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Nov-79,1979,121,35,0.057142857,Marvel
578042,Teacher (Bloodhawk),\/Teacher_(Bloodhawk)_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,2,Jan-79,1979,121,35,0.057142857,Marvel
726900,Sergei Kotzinin,\/Sergei_Kotzinin_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,2,Jul-79,1979,121,35,0.057142857,Marvel
18442,Aeneas,\/Aeneas_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Nov-79,1979,121,35,0.057142857,Marvel
